,title,type,episodes
12789,Monkey Punch no Sekai: Alice,ova,1.0
8433,Monkey Punch: Manga Katsudou Daishashin,tv,12.0
14190,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,special,1.0
69,Monogatari Series: Second Season,tv,26.0
13950,Monoshiri Daigaku: Ashita no Calendar,tv,1274.0
5787,Monster Extra: Hottan,special,1.0
14283,Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,ova,1.0
3710,Monster Farm: Enbanseki no Himitsu,tv,48.0
4782,Monster Farm: Legend e no Michi,tv,25.0
11244,Monster High: Kowa-ike Girls,ona,8.0
7514,Monster Hunter Stories: Ride On,tv,75.0
4860,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,ona,60.0
10397,"Monster Sonic!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",ona,1.0
8654,Monster Strike Anime: Kieyuku Uchuu-hen,ona,13.0
7600,Monster Strike The Movie: Hajimari no Basho e,movie,1.0
9292,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,movie,1.0
11130,Monster Strike the Movie: Sora no Kanata,movie,1.0
10596,Monster Strike: Katsubou no Hate no Risoukyou,ona,1.0
7855,Monster Strike: Mermaid Rhapsody,ona,1.0
8977,Monster Strike: Rain of Memories,ona,1.0
9430,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,ona,1.0
16365,Monsters: Ippyaku Sanjou Hiryuu Jigoku,,
14788,Moom: Hajimari no Monogatari,special,1.0
4664,Moonlight Mile 1st Season: Lift Off,tv,12.0
5088,Moonlight Mile 2nd Season: Touch Down,tv,14.0
11344,Mori no Densetsu: Dai Ni Gakushou,movie,1.0
9843,Mori no Youki na Kobito-tachi: Belfy to Lillibit,tv,26.0
18279,Moshi Juexing: Ruqin,ona,13.0
18948,Moshi Juexing: Ruqin 2nd Season,ona,13.0
17493,Moshi Juexing: Suyuan,ona,26.0
20523,Moshi Meta: Moshi Joshikousei ga Metaverse de Miko ni Nattara,ona,1.0
19517,"Moshi, Ginkou ga Nakatta-ra?: Mahoutsukai Sally no Ginkou Nyuumon",ova,1.0
12709,Mother: Saigo no Shoujo Eve,movie,1.0
5222,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,movie,1.0
5726,Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,ova,1.0
11308,Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta! Special,special,1.0
4312,Mouretsu Pirates: Abyss of Hyperspace,movie,1.0
6272,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,special,1.0
18827,Mouseman: Ai no Katamari,movie,1.0
9261,Mousou Kagaku Series: Wandaba Style,tv,12.0
19383,Mousou Kagaku Series: Wandaba Style - Mix Juice no Tsukurikata,ova,1.0
20070,Moyashimon Returns: Kin Gekijou Shutchou-ban,ona,3.0
5995,Moyashimon: Kin Gekijou Deluxe,special,4.0
15953,Mr. Shape: High Touch Taisou,ona,1.0
23015,Mu Qi Ling 2: Sheng Tian Ling Zhong,tv,52.0
23184,Mu Qi Ling 3: Qi Ling Zhi Xin,tv,52.0
23089,Mu Qi Ling: Lu Ying Zhan Ling,tv,30.0
11381,Mu Wang Zhi Wang: Han Tie Dou,ona,21.0
10959,Mu Wang Zhi Wang: Qi Lin Jue,ona,20.0
11679,Mu Wang Zhi Wang: Xuan Guan Si,ona,20.0
17631,Mu Wang Zhi Wang: You Du Zhan,ona,26.0
23353,Mudan Xianzi: Rui Chunhua Kai,movie,1.0
4572,Mudazumo Naki Kaikaku: The Legend of Koizumi,ova,3.0
11815,Mugen Shinshi: Bouken Katsugeki-hen,ova,1.0
1927,Mugen no Juunin: Immortal,ona,24.0
13396,Mugen no Ryvius: Illusion,ona,6.0
16753,Mugen no Ryvius: Light,special,6.0
20418,Mukamuka Paradise: Okaasan to Manabu Koutsuu Anzen,ova,1.0
21365,Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,tv,
16353,Mulan: Heng Kong Chu Shi,movie,1.0
13027,Munou na Nana Mini Anime: Yaminabe Party,special,1.0
4604,Munto: Toki no Kabe wo Koete,ova,1.0
5578,Musaigen no Phantom World: Limitless Phantom World,special,7.0
3567,Musaigen no Phantom World: Mizutama no Kiseki,special,1.0
12492,Musha Knight Commando: SD Gundam Scramble,movie,2.0
20036,Mushimushi Mura no Nakama-tachi: Minna Ii Toko Arun da yo,ova,1.0
664,Mushishi Zoku Shou: Odoro no Michi,special,1.0
628,Mushishi Zoku Shou: Suzu no Shizuku,movie,1.0
520,Mushishi: Hihamukage,special,1.0
694,Mushoku Tensei II: Isekai Ittara Honki Dasu,tv,12.0
1309,Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,special,1.0
16089,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,tv,12.0
56,Mushoku Tensei: Isekai Ittara Honki Dasu,tv,11.0
713,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,special,1.0
45,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,tv,12.0
11538,Mutant Turtles: Choujin Densetsu-hen,ova,2.0
24649,Mutou Cun: Shenqi Luse Xin,tv,26.0
2458,Mutsu Enmei Ryuu Gaiden: Shura no Toki,tv,26.0
20950,Muumindani no Monogatari: Hoshi to Hana no Serenade,movie,1.0
2541,Muv-Luv Alternative: Total Eclipse,tv,24.0
7457,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,special,1.0
22337,Muzhi Zong Dong Yuan: Yulin Qiyu,tv,10.0
19791,My Graduation: Mirai,music,1.0
5748,My Imouto: Koakuma na A-Cup,ova,2.0
9356,NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,ova,3.0
10321,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,ova,3.0
22910,NHK Special Kyouryuu VS Honyuurui: 1-oku 5-senman Toshi no Tatakai,special,2.0
21641,Na Nian Na Tu Naxie Shi Er: Fanwai Pian,ona,5.0
7169,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,movie,1.0
9830,Nagasaki 1945: Angelus no Kane,movie,1.0
4778,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,ova,1.0
19729,Nakado Riku Animation: Hijouyou Mochidashi Bukuro wo Youi Shiyou,ona,1.0
4927,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,ova,1.0
17403,Naki no Ryuu: Hiryuu no Shou (1991),ova,1.0
12023,Nakoruru: Ano Hito kara no Okurimono,ova,1.0
6466,Nama Lo Re: Furachimono The Animation,ova,1.0
7053,Nama Lo Re: Namakemono The Animation,ova,1.0
3901,Namaiki: Kissuisou e Youkoso! The Animation,ova,1.0
13717,Namakura Gatana: Kunoichi-hen,ona,1.0
6231,Namanaka Hyaku Percent!: Katamusubi no Shinpa,ova,3.0
16676,Nameko: Sekai no Tomodachi,tv,26.0
24877,Namida no Sotsuen Special: Arigatou Baba,ova,1.0
5624,Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,ova,1.0
9504,Nana Toshi Monogatari: Hokkyokukai Sensen,ova,2.0
16561,Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,tv,8.0
15668,Nanaraki: Seven Lucky Gods,ona,12.0
1774,Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,movie,1.0
2656,Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,movie,1.0
2781,Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,ova,1.0
7225,Nanatsu no Taizai: Ensa no Edinburgh,ona,1.0
16238,Nanatsu no Taizai: Ensa no Edinburgh Part 2,ona,1.0
3285,Nanatsu no Taizai: Funnu no Shinpan,tv,24.0
522,Nanatsu no Taizai: Imashime no Fukkatsu,tv,24.0
2439,Nanatsu no Taizai: Imashime no Fukkatsu Joshou,special,1.0
3556,Nanatsu no Taizai: Kamigami no Gekirin,tv,24.0
16112,Nanatsu no Taizai: Mokushiroku no Yonkishi,tv,
1899,Nanatsu no Taizai: Seisen no Shirushi,tv,4.0
8131,Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,ona,10.0
21068,Nanatsumi Project: Sono Ichi,ona,1.0
3835,Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,special,1.0
19428,Nangoku Shounen Papuwa-kun: Hoshifuru Yoru ni Aimashou,ova,1.0
17123,Naniwa Kinyuu Den: Minami no Teiou,ova,2.0
18015,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,ova,1.0
18179,Naniwa Yuukyouden: Kanketsu-hen,ova,1.0
18188,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,ova,1.0
17827,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,ova,1.0
14925,Nanocore: NG Scenes - Nano's Daily Life,ona,2.0
14735,Naoko no Tropic Angel: Hyouryuu,ova,1.0
7365,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,tv,13.0
1735,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,movie,1.0
2461,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,movie,1.0
2412,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panic Dattebayo!,movie,1.0
3352,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,ova,1.0
2206,Naruto SD: Rock Lee no Seishun Full-Power Ninden,tv,51.0
3189,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,movie,1.0
4056,Naruto: Akaki Yotsuba no Clover wo Sagase,special,1.0
3092,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,special,1.0
2329,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,movie,1.0
59,Naruto: Shippuuden,tv,500.0
2567,"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",special,1.0
1398,Naruto: Shippuuden - Sunny Side Battle,special,1.0
1260,Naruto: Shippuuden Movie 1,movie,1.0
1328,Naruto: Shippuuden Movie 2 - Kizuna,movie,1.0
1313,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,movie,1.0
1025,Naruto: Shippuuden Movie 4 - The Lost Tower,movie,1.0
961,Naruto: Shippuuden Movie 5 - Blood Prison,movie,1.0
584,Naruto: Shippuuden Movie 6 - Road to Ninja,movie,1.0
3303,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,special,1.0
3709,Naruto: The Cross Roads,special,1.0
4793,Nasu: Andalusia no Natsu,movie,1.0
5742,Nasu: Suitcase no Wataridori,ova,1.0
5449,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,ova,1.0
1061,Natsume Yuujinchou Movie: Utsusemi ni Musubu,movie,1.0
4987,Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,ona,1.0
1875,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,movie,1.0
848,Natsume Yuujinchou: Itsuka Yuki no Hi ni,ova,1.0
1833,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,special,1.0
10953,Natural 2: Duo,ova,4.0
10551,Natural: Another,ova,2.0
16452,Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,movie,1.0
2369,Nazo no Kanojo X: Nazo no Natsu Matsuri,ova,1.0
4976,Needless+: Saint Lily Gakuen no Himitsu,special,12.0
662,Nejimaki Seirei Senki: Tenkyou no Alderamin,tv,13.0
13886,Nekketsu Jinmen Inu: Life Is Movie,ova,3.0
17418,Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!,movie,1.0
12856,Neko Ramen: Ore no Shouyu Aji,ona,13.0
17476,Neko no Dayan: Fushigi Gekijou,tv,30.0
17345,Neko no Dayan: Nihon e Iku,tv,12.0
13525,Neko no Nyagh: Nya Misérables,tv,25.0
7265,Nekogami Yaoyorozu: Ohanami Ghostbusters,ova,1.0
298,Nekomonogatari: Kuro,tv,4.0
5118,Nekomonogatari: Kuro Recap,special,1.0
3479,Nekopara: Koneko no Hi no Yakusoku,ona,1.0
15182,Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,ona,1.0
13849,Nengajou 2021: Mugen Shougatsu,ona,1.0
4011,Neo Angelique Abyss: Second Age,tv,13.0
14991,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,ona,1.0
933,Neon Genesis Evangelion: Death & Rebirth,movie,1.0
46,Neon Genesis Evangelion: The End of Evangelion,movie,1.0
19123,Neppuu Kairiku Bushi Road: Kibou e no Michi,special,1.0
7998,Nerawareta Megami Tenshi Angeltia: Mamotta Ningen-tachi ni Uragirarete,ova,4.0
10859,Netorare: Tanabe Yuuka no Dokuhaku,ova,1.0
8623,New Dream Hunter Rem: Setsuriku no Mudenmekyu,ova,1.0
8393,New Dream Hunter Rem: Yume no Kishi-tachi,ova,1.0
5782,New Initial D Movie: Battle Digest,ova,1.0
1637,New Initial D Movie: Legend 1 - Kakusei,movie,1.0
1800,New Initial D Movie: Legend 2 - Tousou,movie,1.0
1860,New Initial D Movie: Legend 3 - Mugen,movie,1.0
7775,Newmanoid Cam: Cam Castin,ova,1.0
9658,Nezumi Monogatari: George to Gerald no Bouken,movie,1.0
10366,Ni Zhuan Ci Yuan: AI Jue Qi,ona,12.0
1630,Nichijou: Nichijou no 0-wa,ova,1.0
4511,Nichijou: Original Jikai Yokoku,special,25.0
1257,NieR:Automata Ver1.1a,tv,12.0
16137,NieR:Automata Ver1.1a Part 2,tv,
4394,Night Walker: Mayonaka no Tantei,tv,12.0
14371,Nightmare x Deathscythe: Hangyaku no Resonance,ova,
11685,Nihon Chinbotsu 2020 Gekijou Henshuuban: Shizumanu Kibou,movie,1.0
16713,Nihon Meisaku Douwa Series: Akai Tori no Kokoro,tv,26.0
15325,Nihon Mukashibanashi: Saru Kani,movie,1.0
17744,Nihon Mukashibanashi: Warashibe Chouja,movie,1.0
6486,Nijiiro Days: Houkago Special,special,1.0
4996,Nijiiro Days: Nijiiro Biyori,ova,1.0
5765,Nijiiro Hotaru: Eien no Natsuyasumi,movie,1.0
15057,Nijuusou: Wana ni Ochita Onna-tachi,ova,1.0
9282,Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,ova,1.0
18260,Nikuiyo! Galbi-kun: Kemuri ga Me ni Shimiru,ona,5.0
4869,Nikuyome: Takayanagi Ke no Hitobito,ova,4.0
11681,Nine 2: Koibito Sengen,special,1.0
11780,Nine: Kanketsu-hen,special,1.0
11475,Nine: Original-ban,movie,1.0
4238,Ningen Shikkaku: Director's Cut-ban,movie,1.0
11501,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,movie,1.0
12527,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,movie,1.0
11463,Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,movie,1.0
11479,Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,movie,1.0
20123,Ninja Tamamaru: Rule wo Mamotte Koutsuu Anzen! no Maki,ova,1.0
18925,Ninja Tamamaru: Toukaidou Gojuusan-ji,tv,26.0
13627,Ninjutsu Hinotama Kozou: Edo no Maki,movie,1.0
12125,Ninkuu: Knife no Bohyou,special,1.0
16814,Ninpuu Kamui Gaiden: Tsukihigai no Maki,movie,1.0
9255,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,movie,1.0
17265,Nintama Rantarou: Dokutake Onsen no Dan,special,1.0
22743,Nintama Rantarou: Hoshi ni Chikatta Yuujou Monogatari no Dan,movie,1.0
17314,Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken da yo! no Dan,special,1.0
17651,Nintama Rantarou: Saraba Ninjutsu Gakuen no Dan,special,2.0
22587,Nintama Rantarou: Tengu no Himitsu to Kieta Taiyou no Dan,movie,1.0
20122,Nippon Mukashibanashi: Sannen Netarou,ova,1.0
23427,Nippon! Nya Nya Nya! Minya de Asobu Nya: Nyanko Dai Sensou 8-shuunen CM,special,1.0
21062,Nippon-rettou Dokkoisho: 47 Todoufuken-mei Utai Komi,music,1.0
938,Nisekoi:,tv,12.0
2514,Nisekoi: OVA,ova,2.0
5273,Nishi no Yoki Majo: Astraea Testament,tv,13.0
6115,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,special,1.0
150,No Game No Life: Zero,movie,1.0
4415,No Game No Life: Zero - Manner Movie,movie,1.0
1469,Noblesse: Awakening,ona,1.0
2468,Noblesse: Pamyeol-ui Sijak,ova,1.0
4718,Nobunaga no Shinobi: Anegawa Ishiyama-hen,tv,26.0
4003,Nobunaga no Shinobi: Ise Kanegasaki-hen,tv,26.0
5942,Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,special,1.0
581,Nodame Cantabile: Finale,tv,11.0
1457,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,special,1.0
2099,Nodame Cantabile: Finale OVA,ova,1.0
2478,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,special,1.0
593,Nodame Cantabile: Paris-hen,tv,11.0
1534,Noein: Mou Hitori no Kimi e,tv,24.0
2339,Nogizaka Haruka no Himitsu: Finale,ova,4.0
2301,Nogizaka Haruka no Himitsu: Purezza,tv,12.0
538,Nomad: Megalo Box 2,tv,13.0
9087,Nomad: Megalo Box 2 Short Anime,special,1.0
879,Non Non Biyori Movie: Vacation,movie,1.0
2009,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,ova,1.0
1360,Non Non Biyori Repeat: Hotaru ga Tanoshinda,ova,1.0
1330,Non Non Biyori: Okinawa e Ikukoto ni Natta,ova,1.0
22581,Nonsense Monogatari Dai 2-hen: Kaizokusen,movie,1.0
14180,Nonsense Monogatari Dai Ippen: Sarugashima,movie,1.0
15446,Noobow: Kieta Medal,ova,1.0
17798,Noobow: Na Kokoro,ona,52.0
13201,Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,ona,1.0
13817,Norakuro Nitouhei: Enshuu no Maki,movie,1.0
13610,Norakuro Nitouhei: Kyouren no Maki,movie,1.0
14052,Norakuro Shoui: Nichiyoubi no Kaijiken,movie,1.0
18625,Norasco: Cinema Point Card-hen,movie,10.0
19691,Norimono Atsumare: Hit Song-shuu,ova,6.0
17039,Norimono Man: Mobile Land no Car-kun,tv,104.0
17392,Norman the Snowman: Kita no Kuni no Aurora,movie,1.0
19919,Norman the Snowman: Nagareboshi no Furu Yoru ni,movie,1.0
4381,Norn9: Norn+Nonet,tv,12.0
8338,Norn9: Norn+Nonet - Unmei no Megami,special,1.0
9660,Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,ova,2.0
14456,Nouryou Anime: Denkyuu Ika Matsuri,movie,1.0
10303,Null Peta: Doki♥ Nurunuru Petapeta! Mizugi-darake no Oneechan Taikai!,special,1.0
7153,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,special,1.0
636,Nurarihyon no Mago: Sennen Makyou,tv,24.0
5433,Nurarihyon no Mago: Sennen Makyou Recaps,special,2.0
17004,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,special,1.0
16022,Nyancos: Hello! Our Brilliant Future,ova,1.0
17921,Nyancos: Hello! Our Brilliant Future Digest,special,1.0
19590,Nyani ga Nyandaa Nyandaa Kamen no Yuukai Boushi: Miiko-chan Chanto Check!!,ova,1.0
23428,Nyuugaku Junbi DVD: Ren no Yume to Suteki na Christmas Present,ova,1.0
13754,Nyuuin Bokki Monogatari: Odaijini!,ova,2.0
13697,O-parts: Oman,special,1.0
14557,OTMGirls no Yokiyoki Channel: Birthday Special Story,special,2.0
13424,"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",ona,1.0
17929,Obake no Q-Tarou: Susume! 1/100 Daisakusen,movie,1.0
17981,Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,movie,1.0
19427,Obentou Bako no Uta: Anata e no Otegami,music,1.0
5361,Obey Me!: Makai Dai Ryokou!,special,1.0
10214,Ocha-ken: Chokotto Monogatari,tv,26.0
17464,Ocha-ken: Hotto Monogatari,tv,13.0
17633,Ocha-ken: Ryokutto Monogatari,tv,13.0
6441,Ochame na Futago: Claire Gakuin Monogatari,tv,26.0
5662,Ochamegami Monogatari: Korokoro Pollon,tv,46.0
7007,Odd Taxi Movie: In the Woods,movie,1.0
11950,Odin: Koushi Hansen Starlight,movie,1.0
24923,Ohiru no Shocker-san: The Movie,movie,1.0
11480,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",movie,1.0
11500,Oishinbo: Nichibei Kome Sensou,movie,1.0
20093,Ojamajo Doremi Sharp: Hana-chan to Issho!,ova,1.0
17400,Ojamajo Doremi: Honobono Gekijou,ova,5.0
9864,Ojamajo Doremi: Owarai Gekijou,ona,26.0
23944,Ojarumaru Planetarium Special: Ginga ga Maro wo Yondeiru - Futari no Negai Boshi,movie,1.0
18860,Ojarumaru: Chitchai Mono no Ookina Chikara,ova,1.0
17883,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,special,1.0
22908,Ojarumaru: Mattari Planetarium,movie,1.0
18276,Ojarumaru: Wasureta Mori no Hinata,special,1.0
18705,Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!,ova,1.0
7312,Ojisan to Marshmallow: Hige-san to Yume Mashmallow,special,1.0
4277,Ojousama wa H ga Osuki: The Animation,ova,2.0
17923,Okane wa Mawaru: Kurashi to Kinyuu,ova,1.0
5582,Okusama ga Seitokaichou! OVA: Okusama Gekijou,special,7.0
7701,Omishi Mahou Gekijou: Risky★Safety,tv,24.0
13437,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,movie,1.0
17113,Onagawa Chuu Baske Bu: 5-nin no Natsu,special,1.0
4608,Onaho Kyoushitsu: Joshi Zenin Ninshin Keikaku - The Animation,ova,1.0
872,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,special,1.0
4482,One Piece 3D: Gekisou! Trap Coaster,movie,1.0
3072,One Piece 3D: Mugiwara Chase,movie,1.0
542,One Piece Film: Gold,movie,1.0
7493,One Piece Film: Gold - Cine Mike Popcorn Kokuchi,special,1.0
3077,One Piece Film: Gold Episode 0 - 711 ver.,special,1.0
730,One Piece Film: Red,movie,1.0
374,One Piece Film: Strong World,movie,1.0
882,One Piece Film: Strong World Episode 0,ova,1.0
325,One Piece Film: Z,movie,1.0
2349,One Piece Movie 02: Nejimaki-jima no Daibouken,movie,1.0
3013,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,movie,1.0
1248,One Piece Movie 04: Dead End no Bouken,movie,1.0
2373,One Piece Movie 05: Norowareta Seiken,movie,1.0
942,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,movie,1.0
2246,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,movie,1.0
1926,One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,movie,1.0
1704,"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",movie,1.0
416,One Piece Movie 14: Stampede,movie,1.0
2505,One Piece: Adventure of Nebulandia,special,1.0
6938,One Piece: Barto no Himitsu no Heya!,special,2.0
6741,One Piece: Cry Heart,special,3.0
8466,One Piece: Dai Gekisen Tokushuu! Hangeki Doumei vs. Big Mom,special,1.0
8525,One Piece: Dai Gekisen Tokushuu! Mugiwara no Ichimi vs. Tobi Roppou,special,1.0
8123,One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,special,1.0
7030,One Piece: Dai Tettei Kaibou! Gekitou! 5-nin no Shin Sedai,special,1.0
7573,One Piece: Dai Tettei Kaibou! Kouzuki Oden Densetsu!,special,1.0
6079,One Piece: Densetsu no Log! Akagami no Shanks!,special,1.0
3599,One Piece: Episode of Alabasta - Prologue,special,1.0
1439,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,special,1.0
1626,One Piece: Episode of Luffy - Hand Island no Bouken,special,1.0
990,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,special,1.0
896,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,special,1.0
1636,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,special,1.0
3133,One Piece: Episode of Sorajima,special,1.0
3104,One Piece: Glorious Island,special,2.0
1504,One Piece: Heart of Gold,special,1.0
2840,One Piece: Jango no Dance Carnival,movie,1.0
3981,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,special,1.0
6028,One Piece: Long Ring Long Land-hen,special,1.0
2625,One Piece: Mamore! Saigo no Dai Butai,special,1.0
3345,One Piece: Mezase! Kaizoku Yakyuu Ou,movie,1.0
9825,One Piece: Mugiwara no Ichimi kara no Kansen Yobou Message,special,9.0
2860,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,special,1.0
2880,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,special,1.0
9189,One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizokudan no Himitsu!,special,1.0
2141,One Piece: Romance Dawn Story,ova,1.0
4159,One Piece: Taose! Kaizoku Ganzack,ova,1.0
11690,One Piece: Uchuu tte Omoshiree! Hoshizora Jima-hen,movie,1.0
2766,One Piece: Umi no Heso no Daibouken-hen,special,1.0
2869,One Piece: Yume no Soccer Ou!,movie,1.0
591,One Punch Man: Road to Hero,ova,1.0
6445,One Room: Second Season,tv,12.0
8454,One Room: Second Season - Hanasaka Yui no Prologue,special,1.0
9186,One Room: Second Season Special,special,1.0
5524,One Room: Third Season,tv,12.0
12103,One: Kagayaku Kisetsu e,ova,4.0
9093,One: Kagayaku Kisetsu e - True Stories,ova,3.0
5317,Oneechan ga Kita: Hajimete no… Kitaa!,special,1.0
5085,Onegai My Melody: Kurukuru Shuffle!,tv,52.0
11452,Onegai My Melody: Yuu & Ai,movie,1.0
18197,Onegai☆Teacher: Experience,ova,1.0
2212,Onegai☆Teacher: Himitsu na Futari,ova,1.0
5382,"Onegai☆Teacher: Marie, Ai no Gekijou",special,1.0
6993,Onegai☆Teacher: Reminiscence Disc,ova,1.0
3372,Onegai☆Twins: Natsu wa Owaranai,ova,1.0
18513,Onegai☆Twins: Relations,ova,1.0
5406,Oni Chichi 2: Harvest,ova,1.0
4838,Oni Chichi 2: Revenge,ova,2.0
3280,Oni Chichi: Re-birth,ova,1.0
2691,Oni Chichi: Re-born,ova,2.0
3323,Oni Chichi: Rebuild,ova,3.0
4500,Oni Chichi: Refresh♥,ova,4.0
5032,Oni Chichi: Vacation,ova,1.0
9698,Oni: Kamigami Yama no Onari,ona,4.0
8936,"Onihei: Sono Otoko, Heizou Hasegawa",ova,1.0
17534,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,ona,1.0
16911,Onimaru: Senjou ni Kakeru Itsutsu no Seishun,ova,1.0
17223,Only You: Viva! Cabaret Club,tv,15.0
10013,Onmyouji Ayakashi no Megami: Inran Jubaku,ova,2.0
11854,Onmyouji: Youen Emaki,ova,2.0
13361,Onna Kyoushi: Nikutai Jugyou,ova,2.0
11655,Onna Senshi Efe & Jira: Gude no Monshou,movie,1.0
